ICD9	ICD9.String	PheCode	Phenotype	ICD9Nodots
013.56	Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01356
013.6	Tuberculous encephalitis or myelitis	010	Tuberculosis	0136
013.60	Tuberculous encephalitis or myelitis, unspecified examination	010	Tuberculosis	01360
013.61	Tuberculous encephalitis or myelitis, bacteriological or histological examination not done	010	Tuberculosis	01361
013.62	Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01362
013.63	Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01363
013.64	Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01364
013.65	Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01365
013.66	Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01366
013.8	Other specified tuberculosis of central nervous system	010	Tuberculosis	0138
013.80	Other specified tuberculosis of central nervous system, unspecified examination	010	Tuberculosis	01380
013.81	Other specified tuberculosis of central nervous system, bacteriological or histological examination not done	010	Tuberculosis	01381
013.82	Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01382
013.83	Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01383
013.84	Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01384
013.85	Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01385
013.86	Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01386
013.9	Unspecified tuberculosis of central nervous system	010	Tuberculosis	0139
013.90	Unspecified tuberculosis of central nervous system, unspecified examination	010	Tuberculosis	01390
013.91	Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done	010	Tuberculosis	01391
013.92	Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01392
013.93	Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01393
013.94	Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01394
013.95	Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01395
013.96	Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01396
014	Tuberculosis of intestines, peritoneum, and mesenteric glands	010	Tuberculosis	014
014.0	Tuberculous peritonitis	010	Tuberculosis	0140
014.00	Tuberculous peritonitis, unspecified examination	010	Tuberculosis	01400
014.01	Tuberculous peritonitis, bacteriological or histological examination not done	010	Tuberculosis	01401
014.02	Tuberculous peritonitis, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01402
014.03	Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01403
014.04	Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01404
014.05	Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01405
014.06	Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01406
014.8	Tuberculosis of intestines and mesenteric glands	010	Tuberculosis	0148
014.80	Tuberculosis of intestines and mesenteric glands, unspecified examination	010	Tuberculosis	01480
014.81	Tuberculosis of intestines and mesenteric glands, bacteriological or histological examination not done	010	Tuberculosis	01481
014.82	Tuberculosis of intestines and mesenteric glands, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01482
014.83	Tuberculosis of intestines and mesenteric glands, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01483
014.84	Tuberculosis of intestines and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01484
014.85	Tuberculosis of intestines and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01485
014.86	Tuberculosis of intestines and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01486
015	Tuberculosis of bones and joints	010	Tuberculosis	015
015.0	Tuberculosis of vertebral column	010	Tuberculosis	0150
015.00	Tuberculosis of vertebral column unspecified examination	010	Tuberculosis	01500
015.01	Tuberculosis of vertebral column, bacteriological or histological examination not done	010	Tuberculosis	01501
015.02	Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01502
015.03	Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01503
015.04	Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01504
015.05	Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01505
015.06	Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01506
015.1	Tuberculosis of hip	010	Tuberculosis	0151
015.10	Tuberculosis of hip, unspecified examination	010	Tuberculosis	01510
015.11	Tuberculosis of hip, bacteriological or histological examination not done	010	Tuberculosis	01511
015.12	Tuberculosis of hip, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01512
015.13	Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01513
015.14	Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01514
015.15	Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01515
015.16	Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01516
015.2	Tuberculosis of knee	010	Tuberculosis	0152
015.20	Tuberculosis of knee, unspecified examination	010	Tuberculosis	01520
015.21	Tuberculosis of knee, bacteriological or histological examination not done	010	Tuberculosis	01521
015.22	Tuberculosis of knee, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01522
015.23	Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01523
015.24	Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01524
015.25	Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01525
015.26	Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01526
015.5	Tuberculosis of limb bones	010	Tuberculosis	0155
015.50	Tuberculosis of limb bones, unspecified examination	010	Tuberculosis	01550
015.51	Tuberculosis of limb bones, bacteriological or histological examination not done	010	Tuberculosis	01551
015.52	Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01552
015.53	Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01553
015.54	Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01554
015.55	Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01555
015.56	Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01556
015.6	Tuberculosis of mastoid	010	Tuberculosis	0156
015.60	Tuberculosis of mastoid, unspecified examination	010	Tuberculosis	01560
015.61	Tuberculosis of mastoid, bacteriological or histological examination not done	010	Tuberculosis	01561
015.62	Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01562
015.63	Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01563
015.64	Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01564
015.65	Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01565
015.66	Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01566
015.7	Tuberculosis of other specified bone	010	Tuberculosis	0157
015.70	Tuberculosis of other specified bone, unspecified examination	010	Tuberculosis	01570
015.71	Tuberculosis of other specified bone, bacteriological or histological examination not done	010	Tuberculosis	01571
015.72	Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01572
015.73	Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01573
015.74	Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01574
015.75	Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01575
015.76	Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	010	Tuberculosis	01576
015.8	Tuberculosis of other specified joint	010	Tuberculosis	0158
015.80	Tuberculosis of other specified joint, unspecified examination	010	Tuberculosis	01580
015.81	Tuberculosis of other specified joint, bacteriological or histological examination not done	010	Tuberculosis	01581
015.82	Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)	010	Tuberculosis	01582
015.83	Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy	010	Tuberculosis	01583
015.84	Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	010	Tuberculosis	01584
015.85	Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	010	Tuberculosis	01585
